X,Y
0.0,0.09934283060224654
0.10101010101010101,0.07318556002386767
0.20202020202020202,0.3301865641428239
0.30303030303030304,0.6030197757292461
0.40404040404040403,0.3463059372036626
0.5050505050505051,0.43702424904809856
0.6060606060606061,0.885476670010444
0.7070707070707071,0.8030964593362883
0.8080808080808081,0.6290676842924701
0.9090909090909091,0.8974574715614503
1.0101010101010102,0.7542020250404909
1.1111111111111112,0.8030462503159049
1.2121212121212122,0.9847551794174916
1.3131313131313131,0.58433157377774
1.4141414141414141,0.6427711258574773
1.5151515151515151,0.8859947210521949
1.6161616161616161,0.7964049476564721
1.7171717171717171,1.052155703033395
1.8181818181818181,0.7879511340780815
1.9191919191919191,0.6574609111630729
2.0202020202020203,1.1938351999872663
2.121212121212121,0.807151857842368
2.2222222222222223,0.8087256979606339
2.323232323232323,0.44507659273375505
2.4242424242424243,0.548513701777739
2.525252525252525,0.6002371030485464
2.6262626262626263,0.2626233271044629
2.727272727272727,0.47770709433863096
2.8282828282828283,0.18808127950631584
2.929292929292929,0.1523697981185375
3.0303030303030303,-0.00928128432174967
3.131313131313131,0.38073497814232227
3.2323232323232323,-0.09330559198099452
3.3333333333333335,-0.4021101486666655
3.4343434343434343,-0.12407807629979462
3.5353535353535355,-0.6278329218003168
3.6363636363636362,-0.4330573918212884
3.7373737373737375,-0.9530894615911569
3.8383838383838382,-0.907397347399074
3.9393939393939394,-0.6764502520553655
4.040404040404041,-0.6348941866551201
4.141414141414141,-0.807100864622876
4.242424242424242,-0.9147139138127883
4.343434343434343,-0.9929255946496913
4.444444444444445,-1.2600215150022636
4.545454545454545,-1.1300676161698713
4.646464646464646,-1.08995553217117
4.747474747474747,-0.7879601123686526
4.848484848484849,-0.9220295850919848
4.94949494949495,-1.3246298560313803
5.05050505050505,-0.8785644645670406
5.151515151515151,-0.9821399720334001
5.252525252525253,-0.9930230110492435
5.353535353535354,-0.6790753644007961
5.454545454545454,-0.5308128538197231
5.555555555555555,-0.4788454911555827
5.656565656565657,-0.7542534864917627
5.757575757575758,-0.5635828445641542
5.858585858585858,-0.34570314455015
5.959595959595959,-0.12286263738614683
6.0606060606060606,-0.3165808221241213
6.161616161616162,-0.15840171586993018
6.262626262626262,-0.2418245910884657
6.363636363636363,-0.15887702514585245
6.4646464646464645,0.3429720968387505
6.565656565656566,0.5499778243917218
6.666666666666667,0.35974920625515316
6.767676767676767,0.6664649866040565
6.8686868686868685,0.6249446757559327
6.96969696969697,0.504818997527881
7.070707070707071,0.780885918800901
7.171717171717171,1.0837541615767743
7.2727272727272725,0.8286093642302687
7.373737373737374,1.1998108331918802
7.474747474747475,0.4049994084133024
7.575757575757575,1.1259252149018684
7.6767676767676765,1.0017480715314577
7.777777777777778,0.9372964208507013
7.878787878787879,1.0180444961932122
7.979797979797979,0.5945817760121442
8.080808080808081,0.9304506119080334
8.181818181818182,1.0181636948857036
8.282828282828282,1.2050247523727657
8.383838383838384,0.759225435727054
8.484848484848484,0.645817783560925
8.585858585858587,0.6435699995399371
8.686868686868687,0.8558229271026796
8.787878787878787,0.6604556359564344
8.88888888888889,0.4046536377208752
8.98989898989899,0.5239541272112781
9.09090909090909,0.34711621868310794
9.191919191919192,0.4244890734316296
9.292929292929292,-0.008943630132512065
9.393939393939394,-0.03469875025841267
9.494949494949495,-0.1485355910270783
9.595959595959595,-0.4630498219545202
9.696969696969697,-0.20961907049746886
9.797979797979798,-0.31238767921991084
9.8989898989899,-0.45561479630528157
10.0,-0.5909385375643992
